iteration,total,hold_success,dropped,time_out,r_face_alignment,r_hold_bonus,r_dropped_penalty,mean_reward,mean_ep_len,iter_time_s,steps_per_s,invalid_state,r_hold_progress,r_grasp_contact,r_excess_force,r_joint_limits,value_loss,surrogate_loss,action_std
85,5000,0.793,0.1919,0.0151,0.2215,0.8376,-0.0379,6.09,57.91,0.77,127091.0,0.0,0.2057,0.0201,-0.0,-0.0146,2.8937,-0.008,0.97
86,5000,0.7973,0.1892,0.0135,0.221,0.8327,-0.039,6.26,56.25,0.8,122476.0,0.0,0.205,0.0198,-0.0,-0.0142,2.694,-0.0071,0.97
87,5000,0.8031,0.1837,0.0132,0.2272,0.8476,-0.0356,7.31,58.07,0.77,127406.0,0.0,0.2098,0.0205,-0.0,-0.0148,2.8606,-0.0071,0.97
88,5000,0.8015,0.1826,0.016,0.2163,0.8181,-0.0402,6.64,67.09,0.81,121328.0,0.0,0.2011,0.0203,-0.0001,-0.0148,3.1415,-0.0069,0.97
89,5000,0.8006,0.1822,0.0171,0.225,0.8495,-0.0358,5.65,56.98,0.8,123033.0,0.0,0.2092,0.0201,-0.0,-0.0137,4.0306,0.0004,0.97
90,5000,0.7971,0.1861,0.0168,0.2208,0.8118,-0.0422,6.9,56.3,0.82,119855.0,0.0,0.2006,0.02,-0.0001,-0.0141,2.6615,-0.0044,0.97
91,5000,0.7944,0.1907,0.0149,0.2213,0.8219,-0.0417,5.44,54.76,0.77,128294.0,0.0,0.204,0.0198,-0.0001,-0.0135,3.0977,-0.0077,0.97
92,5000,0.7877,0.198,0.0143,0.2201,0.8192,-0.0415,7.29,58.87,0.8,123277.0,0.0,0.2024,0.0198,-0.0001,-0.0139,2.5578,-0.0088,0.97
93,5000,0.7886,0.1994,0.012,0.2228,0.8357,-0.0396,7.36,59.96,0.83,118809.0,0.0,0.207,0.0198,-0.0,-0.0133,2.5824,-0.0069,0.97
94,5000,0.7914,0.1959,0.0126,0.2217,0.8263,-0.0395,6.06,56.13,0.79,124163.0,0.0,0.2042,0.0206,-0.0001,-0.0141,2.6919,-0.0062,0.97
95,5000,0.8013,0.1863,0.0124,0.2295,0.8517,-0.0362,7.26,60.09,0.81,120832.0,0.0,0.2126,0.0206,-0.0001,-0.0133,2.4033,-0.0085,0.97
96,5000,0.8044,0.1822,0.0134,0.2275,0.8334,-0.0392,7.81,60.68,0.81,121615.0,0.0,0.2086,0.0208,-0.0,-0.013,2.7576,-0.0081,0.97
97,5000,0.8071,0.1802,0.0128,0.2264,0.8395,-0.038,4.95,54.91,0.78,126478.0,0.0,0.2088,0.0208,-0.0001,-0.013,2.5976,-0.0075,0.97
98,5000,0.8015,0.1863,0.0122,0.2228,0.8161,-0.0428,6.91,56.85,0.81,121897.0,0.0,0.2041,0.0206,-0.0001,-0.0126,2.4343,-0.0086,0.97
99,5000,0.7984,0.1907,0.011,0.2289,0.8387,-0.0387,6.52,58.75,0.83,118071.0,0.0,0.2098,0.021,-0.0001,-0.013,2.9412,-0.0088,0.97
100,5000,0.7995,0.1896,0.0108,0.2305,0.8472,-0.0367,5.89,62.17,0.79,124068.0,0.0,0.2121,0.0211,-0.0001,-0.0133,2.4524,-0.0098,0.97
101,5000,0.8045,0.1851,0.0104,0.2331,0.851,-0.0361,6.17,56.21,0.82,119315.0,0.0,0.2128,0.0211,-0.0001,-0.0133,2.2113,-0.0069,0.97
102,5000,0.8062,0.1828,0.011,0.227,0.8295,-0.04,5.48,56.85,0.8,122130.0,0.0,0.2082,0.021,-0.0,-0.0136,2.362,-0.009,0.97
103,5000,0.8043,0.1854,0.0103,0.2297,0.8366,-0.0389,7.17,57.94,0.82,120344.0,0.0,0.2097,0.0212,-0.0001,-0.013,2.4673,-0.0071,0.97
104,5000,0.805,0.1848,0.0102,0.2294,0.84,-0.0383,5.79,59.23,0.81,121538.0,0.0,0.2097,0.021,-0.0001,-0.0122,2.5092,-0.0091,0.97
105,5000,0.8048,0.1851,0.0102,0.2302,0.8527,-0.0358,6.35,57.89,0.84,117420.0,0.0,0.213,0.0213,-0.0001,-0.0116,2.3376,-0.0088,0.97
106,5000,0.8128,0.1778,0.0094,0.232,0.8458,-0.0372,6.19,62.06,0.79,124717.0,0.0,0.2128,0.0216,-0.0001,-0.0114,2.3818,-0.0098,0.97
107,5000,0.8134,0.177,0.0096,0.2326,0.8463,-0.0365,5.28,59.55,0.78,125231.0,0.0,0.2133,0.0219,-0.0001,-0.0106,2.5183,-0.008,0.97
