iteration,total,hold_success,dropped,time_out,r_face_alignment,r_hold_bonus,r_dropped_penalty,mean_reward,mean_ep_len,iter_time_s,steps_per_s,invalid_state,r_hold_progress,r_grasp_contact,r_excess_force,r_joint_limits,value_loss,surrogate_loss,action_std
802,4699,0.431,0.2551,0.3139,0.1758,0.3161,-0.0366,5.06,180.29,1.78,55115.0,0.0,0.0896,0.0513,-0.0002,-0.0693,0.4491,-0.0095,0.97
803,4699,0.4391,0.2529,0.3081,0.192,0.3468,-0.0323,5.46,181.24,1.78,55162.0,0.0,0.0999,0.0504,-0.0002,-0.0753,0.4972,-0.0097,0.97
804,4699,0.4497,0.2514,0.2992,0.193,0.3395,-0.037,5.37,181.33,1.78,55175.0,0.0,0.0954,0.0505,-0.0002,-0.0742,0.449,-0.0094,0.97
805,4699,0.4594,0.2498,0.291,0.1798,0.3371,-0.0332,4.52,188.09,1.79,54861.0,0.0,0.094,0.0523,-0.0002,-0.0742,0.4277,-0.0083,0.97
806,4699,0.468,0.25,0.2822,0.1784,0.3372,-0.0385,3.95,165.66,1.8,54572.0,0.0,0.0948,0.0481,-0.0002,-0.0664,0.462,-0.0088,0.97
807,4699,0.4698,0.2545,0.2759,0.1764,0.3379,-0.0368,3.86,163.29,1.79,55038.0,0.0,0.0954,0.0484,-0.0001,-0.0699,0.4931,-0.0087,0.96
808,4699,0.4735,0.2557,0.271,0.1927,0.3511,-0.0345,5.36,170.06,1.79,54790.0,0.0,0.0987,0.0505,-0.0002,-0.0744,0.4883,-0.0081,0.96
809,4699,0.4813,0.2532,0.2657,0.1643,0.3268,-0.041,3.87,151.42,1.79,54929.0,0.0,0.089,0.0477,-0.0002,-0.0659,0.4679,-0.0095,0.96
810,4699,0.4802,0.2556,0.2642,0.1797,0.3423,-0.0341,6.33,178.17,1.79,54895.0,0.0,0.0953,0.0509,-0.0002,-0.0686,0.4996,-0.0101,0.96
811,4699,0.4826,0.2547,0.2626,0.1912,0.3408,-0.0376,4.49,192.38,1.78,55375.0,0.0,0.0985,0.0506,-0.0003,-0.0761,0.4161,-0.0093,0.96
812,4699,0.4857,0.2522,0.262,0.1953,0.3709,-0.0331,5.22,158.76,1.78,55347.0,0.0,0.105,0.0485,-0.0003,-0.0768,0.4049,-0.0104,0.96
813,4699,0.494,0.2468,0.2593,0.184,0.351,-0.032,5.78,140.77,1.79,54789.0,0.0,0.0993,0.0515,-0.0003,-0.0733,0.4274,-0.0104,0.96
814,4699,0.5033,0.2449,0.252,0.1914,0.3859,-0.029,7.02,137.83,1.78,55264.0,0.0,0.1086,0.0485,-0.0003,-0.0725,0.4165,-0.0077,0.96
815,4699,0.5092,0.2421,0.249,0.1825,0.3539,-0.0334,4.37,173.75,1.76,55876.0,0.0,0.1005,0.0516,-0.0003,-0.0716,0.4047,-0.0066,0.96
816,4699,0.5096,0.243,0.2475,0.1883,0.3801,-0.0338,6.19,166.69,1.79,54938.0,0.0,0.1072,0.047,-0.0002,-0.0686,0.4067,-0.0108,0.95
817,4699,0.5137,0.2395,0.2468,0.1961,0.377,-0.0275,5.79,156.62,1.77,55386.0,0.0,0.1063,0.0531,-0.0003,-0.077,0.4118,-0.0099,0.95
